school_server_code,ice,factorisation,coins_puzzle,rationpatterns,food_sharing_tool,ages_puzzle,policesquad,astroamer_element_hunt_activity,astroamer_moon_track,astroamer_planet_trek_activity
4183023-tg23,15.1921875,71.37916666666666,24.596875,0.37135416666666665,89.34965277777776,131.5048611111111,197.3375,204.8371527777778,26.365277777777774,11.575
4231084-tg184,0.0,43.87664399092972,121.80680272108843,0.0,0.0,121.80680272108843,0.0,0.0,0.0,0.0
4231064-tg164,0.0,29.884892086330936,44.34532374100719,0.34172661870503596,59.76978417266187,31.81294964028777,3.4464028776978415,0.0,0.0,0.0
4231082-tg182,131.22033898305085,6.186440677966102,0.0,2.440677966101695,6.186440677966102,10.059322033898304,0.0,4.033898305084746,0.0,0.0
4221067-tg167,42.0828025477707,0.0,0.0,2.9235668789808917,114.75955414012739,0.0,0.0,0.0,0.0,0.0
4231036-tg136,4.651646664368753,17.73824120786722,13.832273159318563,3.882503472983842,37.11842840082587,15.909629304672077,11.742175364392134,16.861711267090737,4.213350881041165,15.765321342399647
4231058-tg158,0.6071428571428571,24.995494378306883,45.6796875,0.005208333333333333,21.578373015873016,26.539583333333333,0.30728546626984127,1.9761904761904763,0.30952380952380953,0.0
4141008-tg108,1.9050847457627118,17.698305084745762,19.92542372881356,0.003389830508474576,7.583050847457627,19.92542372881356,15.92406779661017,14.352542372881356,0.0,0.0
4221018-tg118,0.0,24.291666666666668,13.98611111111111,0.0,5.916666666666667,24.291666666666668,0.0,24.291666666666668,0.0,0.0
4221040-tg140,0.2396039603960396,4.3841584158415845,8.925742574257425,20.2509900990099,37.0973597359736,6.0029702970297025,0.0,10.345874587458745,0.7475247524752475,0.0
4202004-tg204,0.0,25.064572425828974,4.544502617801047,0.0,9.43979057591623,4.390052356020942,1.3091768470040723,9.657068062827225,0.0,0.0
4152012-tg212,0.0,12.194719471947195,10.685148514851486,0.0,1.108910891089109,11.239603960396039,8.316831683168317,5.398019801980198,1.1405940594059405,0.0
4141009-tg109,0.5316653635652854,5.660672400312745,1.1821735731039875,2.9554339327599686,3.001303101381288,3.2509773260359656,20.8916927286943,10.344018764659891,0.0,0.0
4231033-tg133,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
4221026-tg126,2.357142857142857,6.6,0.0,0.0,5.8204081632653075,0.0,4.032380952380952,6.6,13.2,0.0
4231023-tg123,0.0,0.5510204081632653,0.0,0.0,0.0,0.1989795918367347,0.0,36.32142857142857,0.0,0.0
4202003-tg203,0.0,11.394578313253012,15.602409638554217,0.0,0.0,8.391566265060241,0.0,0.0,0.0,0.0
4152008-tg208,0.0,10.705882352941176,10.705882352941176,0.0,0.0,10.705882352941176,0.0,0.0,0.0,0.0
4141012-tg112,0.0,10.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0
4152013-tg213,0.0,0.4,0.0,0.0,14.835897435897436,0.0,1.7769230769230768,0.0,0.0,0.0
4221095-tg195,15.785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4152023-tg223,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
4202058-tg258,0.0,1.9673469387755103,1.5020408163265306,0.0,1.526530612244898,0.37551020408163266,4.7877551020408164,0.7755102040816326,0.0,0.9306122448979591
4231046-tg146,3.3636363636363638,3.121212121212121,1.5454545454545454,0.0,0.21212121212121213,3.121212121212121,0.0,0.0,0.0,0.0
4202010-tg210,3.843137254901961,0.27450980392156865,0.0,0.0,4.392156862745098,0.0,0.0,0.0,0.0,0.0
4221074-tg174,0.0,2.8095238095238093,2.261904761904762,0.0,0.0,2.8095238095238093,0.0,0.0,0.0,0.0
4152002-tg202,0.4260869565217391,1.6,0.8,0.0,0.2782608695652174,1.6,0.0,0.0,0.0,0.0
4221024-tg124,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4221017-tg117,2.7241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231051-tg151,0.0,0.0,0.0,0.0,2.142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0
4221068-tg168,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0
4231080-tg180,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0
4231057-tg157,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0
4231043-tg143,0.0,0.0,0.0,0.0,0.0,0.0,0.26515151515151514,0.0,0.0,0.0
4231079-tg179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231027-tg127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4131007-tg107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
