school_server_code,ice,factorisation,coins_puzzle,rationpatterns,food_sharing_tool,ages_puzzle,policesquad,astroamer_element_hunt_activity,astroamer_moon_track,astroamer_planet_trek_activity
4231036-tg136,0.722252497729337,1.5861671207992734,1.1544959128065395,0.570708446866485,3.3294565546472907,0.6810626702997276,6.722807437793815,1.8462988192552223,0.5367847411444142,1.3925068119891009
4173074-tg74,1.5660377358490567,1.3787061994609164,0.8975741239892183,0.14016172506738545,1.7951482479784366,0.9299191374663073,4.557951482479784,2.463611859838275,0.8975741239892183,2.692722371967655
4231084-tg184,0.0,2.9605442176870747,6.876190476190477,0.0,0.0,6.876190476190477,0.0,0.012244897959183673,0.0,0.0
4152031-tg231,0.46479835953520166,2.9866712235133286,1.225108225108225,0.4411027568922306,3.7525632262474367,2.3574846206425155,2.411654135338346,2.7318751424014582,0.0,0.0
4122100-tg300,1.5992502677615137,3.0135325819010217,2.1545876472688326,0.526597643698679,2.393787932881114,1.878495775318339,2.4670653338093538,1.535761037724622,0.0,0.0
4192081-tg281,3.6685823754789273,1.5613026819923372,0.1724137931034483,0.0,4.650702426564496,1.2011494252873562,0.0,1.3601532567049808,0.0,0.0
4202034-tg234,2.8534185932120018,1.797737333989179,1.0988686669945893,0.4601574028529267,3.6712575832103624,1.6736350221347762,0.0,0.18347270044269554,0.0,0.12395474667978357
4231082-tg182,4.016949152542373,0.8305084745762712,0.0,0.2033898305084746,0.8305084745762712,3.7033898305084745,0.0,1.228813559322034,0.0,0.0
4152038-tg238,1.4412955465587045,0.7206477732793523,0.7206477732793523,0.17611336032388664,3.067813765182186,0.8097165991902834,2.77834008097166,0.3582995951417004,0.0,0.0
4221067-tg167,1.9745222929936306,0.0,0.0,0.9745222929936306,6.100318471337579,0.0,0.0,0.9808917197452229,0.0,0.0
4141009-tg109,0.13291634089132134,1.1806098514464425,0.2955433932759969,0.5910867865519938,1.4401876465989054,0.400312744331509,4.826231430805317,0.5910867865519938,0.0,0.0
4202004-tg204,0.0,2.9842931937172774,0.5680628272251309,0.0,0.49214659685863876,2.6518324607329844,0.9764397905759162,1.4201570680628273,0.0,0.0
4231058-tg158,0.7110091743119266,1.0045871559633028,1.073394495412844,0.0045871559633027525,1.353211009174312,0.7477064220183486,1.334862385321101,1.2477064220183487,0.47706422018348627,0.0
4152072-tg272,0.0,1.728813559322034,0.13559322033898305,0.0,1.728813559322034,0.864406779661017,1.8305084745762712,0.864406779661017,0.0,0.0
4152092-tg292,0.23076923076923078,1.8406593406593406,0.7252747252747253,0.0,1.1868131868131868,0.7252747252747253,1.10989010989011,1.1868131868131868,0.0,0.0
4152082-tg282,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
4152012-tg212,0.0,2.15973597359736,1.1247524752475249,0.0,0.3346534653465347,1.5405940594059406,0.13861386138613863,0.41386138613861384,0.12673267326732673,0.0
4141008-tg108,0.8571428571428571,0.8571428571428571,0.0,0.008403361344537815,0.9831932773109243,0.0,1.7226890756302522,0.8571428571428571,0.0,0.0
4202003-tg203,0.0,2.930722891566265,0.5783132530120482,0.0,0.0,1.7248995983935742,0.0,0.0,0.0,0.0
4231064-tg164,0.0,0.9640287769784173,0.9640287769784173,0.03597122302158273,0.9640287769784173,0.9640287769784173,0.9640287769784173,0.0,0.0,0.0
4173079-tg79,0.0,0.5483870967741935,0.03225806451612903,0.04838709677419355,0.6774193548387096,1.2741935483870968,0.8548387096774194,0.7258064516129032,0.0,0.0
4232045-tg245,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4202032-tg232,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4202059-tg259,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
4152002-tg202,0.12173913043478261,0.8,0.8,0.0,0.1391304347826087,0.8608695652173913,0.0,0.0,0.0,0.0
4152008-tg208,0.0,1.0,0.8235294117647058,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0
4202058-tg258,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4232044-tg244,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
4231046-tg146,0.5925925925925926,0.4444444444444444,0.0,0.0,0.25925925925925924,0.7407407407407407,0.0,0.0,0.0,0.0
4183023-tg23,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4231057-tg157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4231027-tg127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4231051-tg151,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
